activation_event_count,authentication,browser_entrypoint,bytes,category_count,commands,custom_editors,debuggers,dependency_count,dev_dependency_count,extension_id,languages,license_declared,main_entrypoint,repository_declared,sha256,task_definitions,terminal_profiles,untrusted_workspace_limited,valid_manifest,version,virtual_workspace_limited,vscode_engine,webview_views,wildcard_activation
0,0,False,670126,1,0,0,0,0,0,kenziebottoms.chalkboard,0,True,False,True,b5dc62d9b31814c68682c163dc318035e8c009001b031df651f455085bcb8857,0,0,False,True,1.0.0,False,^1.25.0,0,False
3,0,False,1097831,4,26,0,0,4,14,CGI-UNA.extension-sdkuna,0,True,True,True,b6bfdcd0d2a3b2de395f67de94d2fa9a67cc69f566df9ac450b181672b394c86,0,0,False,True,3.0.0,False,^1.76.0,0,False
0,0,False,13679,1,0,0,0,0,0,mahksyne.emehtotas03,0,False,False,False,bb2ed1081d803284a02930ff3137099065f421d05cf26da149138ec2af5d77ff,0,0,False,True,0.0.2,False,^1.20.0,0,False
21,0,False,424321,4,20,0,0,4,15,Evidence.evidence-vscode,1,True,True,True,bbaa8a6ef74ba665d2beb1683fbd82cafad29ae367378aa856adad7b2af956e0,0,0,False,True,1.5.9,False,^1.52.0,1,False
15,0,False,680058,1,15,0,0,2,4,Cann.git-work-summary,0,False,True,True,bce751ba33ac68eb8cc56094976f89199af24a4583779312ae5f157f743d32bd,0,0,False,True,1.2.1,False,^1.74.0,0,False
0,0,False,64920,1,0,0,0,0,12,FlyPeng.violet-theme,0,True,False,True,bec3869d01689dcc39a9bd13b8acac57b8e587732e64676d878472f4779fb1ee,0,0,False,True,1.0.0,False,^1.43.0,0,False
2,0,False,2102513,4,7,0,1,10,10,chriscamicas.openedge-abl,1,True,True,True,c45c94341a3d5baeb836a42282eb3f67bcc30307f02431595f8dbbc1ab51cce6,0,0,False,True,1.2.1,False,^1.42.0,0,False
0,0,False,494154,1,0,0,0,0,0,tomvargas.upper-ocean-dark,0,False,False,True,c4e98e6f0a52a8d610f45c5f9c7beaacab6d4311102b6dba26e1161a5a3860ea,0,0,False,True,1.0.1,False,^1.66.0,0,False
0,0,False,1217841,1,1,0,0,0,6,therohitmahar.quick-wrapper,0,False,True,True,c7598f082353425d2fc3f531569f12c4025a8ac11c6284abe7b8f1b31ddaf760,0,0,False,True,0.0.3,False,^1.103.0,0,False
0,0,False,12431441,1,2,0,0,31,28,frankie.github-blogger,0,True,True,True,c76e17615475cdc078f80fca55c18bc3f88ea9a9bed9aa35a9ab801c3227b292,0,0,False,True,3.1.0,False,^1.88.0,0,False
1,0,False,2434243,0,1,0,0,0,0,aurpit.commentwizard,0,False,True,False,c867c12ab5fcff213e9986945b5bfa5497d46bd5f4ad87be69c40d5dbbf3e744,0,0,False,True,0.0.1,False,^1.80.0,0,False
1,0,False,250184,1,1,0,0,1,17,EditorConfig.EditorConfig,1,True,True,True,cbc0370ff204bc16d84a3ee6830536fc04355856fa0e895ab064e1a03cfcb84a,0,0,True,True,0.18.2,True,^1.100.0,0,False
1,0,False,3963,1,1,0,0,0,9,Elhombredelnorte.el-hombre-del-norte-2022,0,False,True,False,cdbdd9d9026a56abc6f4d77b5b673eaf47f26efa2d7046b4cb62d7c81c95a9c8,0,0,False,True,0.0.1,False,^1.66.0,0,False
1,0,False,286403,2,0,0,0,0,9,caelicarp.make-things-and-smile-icons,0,False,True,True,cfe330984d78f3a915211eed9d9e957a43331464e721837473cc62f9228cc934,0,0,False,True,1.0.4,False,^1.59.0,0,True
0,0,False,41877,1,2,0,0,0,10,dev-jonghoonpark.ettk,0,False,True,True,d210b6fc14a2fe784266011994ba7ec23a665155a314ae829103fd2d36908c93,0,0,False,True,0.0.1,False,^1.83.0,0,False
2,0,False,10059176,1,12,0,0,19,19,MagneTar.mt-vscode,0,False,True,True,d5ee323d1b421e2ebdfc030ac2cad02f05b5f7452e4a3f2ff0010471afa407fe,0,0,False,True,0.3.2,False,^1.39.2,3,False
1,0,False,3475,1,1,0,0,0,9,PrometheusAlpha.internal-css,0,False,True,True,dc0757254b88e4d081f45513976710c424aab6b941e0917aaf0acddc2076161d,0,0,False,True,0.0.4,False,^1.59.0,0,False
3,0,False,4437216,1,0,0,0,3,16,qjsrodksro.vuex-reference-helper,3,True,True,True,dd54bdd8f49eb6e21d7945a93b2b9ac046c3271b62decafeb44951f486609be5,0,0,False,True,2.2.6,False,^1.99.0,0,False
1,0,False,92028,1,2,0,0,0,8,integratorblocks.qsys-intellisense,0,False,True,True,de5b6dc7c1fb2a8bfc32387424f7d18643d136fe9f5ca17d5bd32f15af4c1fe3,0,0,False,True,1.3.2,False,^1.105.0,0,False
1,0,False,1001174,1,1,0,0,0,13,robsontenorio.voltage,0,True,True,True,deefc07def7e2418732b0b618f5628b00120de9592d952027608c3389c0d72d3,0,0,False,True,1.3.0,False,^1.91.0,0,False
3,0,False,24209,1,1,1,0,0,6,h1dr0n.csv-preview-editorial,0,True,True,False,dfd09894540e1831fc79d9a06c74d20d344200929e40dcc8488de1f5a2745c1f,0,0,False,True,0.1.2,False,^1.80.0,0,False
1,0,False,3974450,1,24,2,0,16,17,devoszhang.uix,1,True,True,False,dffd50fd0c7bf751f74a11e3e6c8f24b96096ee3ce7730da14a943157ee3840a,0,0,False,True,0.6.6,False,^1.100.0,4,True
6,0,False,4361,1,6,0,0,0,11,vertical-jump-publisher.vertical-jump,0,False,True,True,e386d3d9a593e743a88360ef196aaed7eebc398d637495ad9f0e2f13203afa33,0,0,False,True,1.3.1,False,^1.42.0,0,False
0,0,False,13538,1,0,0,0,0,0,salesforce.salesforcedx-vscode-expanded,0,True,False,True,e3e98b6be4fec20664f51d050a4b1ca6063079623dffac4f46635b2b0cfe8279,0,0,False,True,67.7.1,False,^1.90.0,0,False
0,1,False,2655177,3,10,0,0,1,11,rq-lang.rq-language,1,True,True,True,e895ef599a39984616d0cb0e4fe55ce3de69cf855fcd1fbec8e1653ea68db90b,0,0,False,True,0.5.0,False,^1.110.0,2,False
0,0,False,99258,3,16,0,0,0,9,abhishekbhakat.ralph-loop-for-antigravity,0,True,True,True,eb53d775071c0ae032443aa45779499b50f4b81bc750f03816e01adcd0be2633,0,0,False,True,0.6.4,False,^1.75.0,2,False
6,0,False,336112,3,15,0,0,2,7,nirmata-inc.devguard,1,True,True,False,ecddb7b732b5bc0a9ede89198fcb48ea8fdf31e7cb943b7190ad68c1b36c4872,0,0,False,True,2.3.7,False,^1.74.0,0,False
1,0,False,286046,2,6,0,0,3,6,ygorhora.ide-code-debug,0,True,True,True,ed221dc450dbd9d6c3c663d8144540e8b912b9dfb960bd21f405914666bc0d96,0,0,False,True,0.3.0,False,^1.85.0,0,False
0,0,False,16164,1,0,0,0,0,0,AlessandroDelSole.ada,1,True,False,True,ee0661a3b91dc4e20f30b56d4bbf350d4e1f7c6b8979abe7051fca0e38f961b7,0,0,False,True,0.0.1,False,^0.10.10,0,False
1,0,False,16013,1,9,0,0,0,9,mia-hall.vscode-git-branch-sidebar,0,False,True,True,efb13532b37f24e1c27ead85423b203e504f3a15aaa36811c6113d7be2708c0a,0,0,False,True,1.6.2,False,^1.67.0,1,False
2,0,True,1414094,5,22,0,0,20,40,ms-toolsai.vscode-jupyter-powertoys,0,True,True,True,eff3f0980b078b998a0e706a6bb10ebcb3bcc7fc6f127426f48d1224ac067508,0,0,False,True,0.1.1,False,^1.88.0,2,False
0,0,False,5564,1,1,0,0,0,8,forgenet.noitamodloader,0,False,True,True,f176c8d8e7abbcdc446a8f21dab1a8b7847796c9cdfdc6ba9fe20d94a3f7b6f4,0,0,False,True,0.0.6,False,1.84.0,0,False
1,0,False,7698004,1,60,0,0,0,15,YXL.cloudmusic,0,True,True,True,f45fee6be60b064bb059bc98c55a5eceaca6a4f82382015411fc4e82bd5f0993,0,0,True,True,9.22.0,False,^1.67.0,5,False
1,0,False,1706959,2,4,0,0,1,9,kjokkenkoddinger.flutter-net-inspector,0,True,True,True,f7c5f023a5623d628991766ca559dacffa516a441703358119353ef543faa996,0,0,False,True,0.1.4,False,^1.85.0,1,False
0,0,False,1285455,1,0,0,0,0,1,alphatr.mario-theme,0,True,False,True,f9d7960d1347c48d303fd030fa74649d7bb13274feada5911508dad575ac2448,0,0,False,True,1.1.1,False,^1.60.0,0,False
0,0,False,686124,1,0,0,0,0,0,MS-CEINTL.vscode-language-pack-ja,0,True,False,True,fae5a90170d48121bd8fe246d7d8ecbdab5bf88f21a0d58c94a3cc3af8c0f601,0,0,False,True,1.131.0,False,^1.131.0,0,False
1,0,False,9429,1,1,0,0,0,11,TheCall2013.four-brothers,0,False,True,False,fe24884b52545bba7a22a46178a57003c9b41d9e50323c8f5491abc9c10f9fd7,0,0,False,True,0.92.1,False,^1.65.0,0,False
